session_id,developer_id,user_segment,task_id,suggestion_id,timestamp,language,model_version,latency_ms,suggestion_length,final_code_length,accepted,edited_after_accept,ignored,compile_success,test_pass,error_type,hallucination_flag
4,24,beginner,42,40,2026-07-27T22:19:11.349295,typescript,model_v1,778,10,19,True,False,False,False,False,runtime_error,False
5,117,expert,41,1,2026-07-27T21:50:05.349295,go,model_v1,512,20,33,True,True,False,True,True,none,False
5,117,expert,41,2,2026-07-27T21:51:05.349295,go,model_v1,1016,8,4,True,True,False,True,False,logical_bug,False
5,117,expert,41,3,2026-07-27T21:50:48.349295,go,model_v1,933,6,13,False,False,True,True,False,logical_bug,False
5,117,expert,41,4,2026-07-27T21:50:19.349295,go,model_v1,818,18,19,True,True,False,False,False,runtime_error,False
5,117,expert,41,5,2026-07-27T21:54:15.349295,go,model_v1,835,22,22,True,True,False,True,True,none,False
5,117,expert,41,6,2026-07-27T21:52:18.349295,go,model_v1,965,16,23,False,False,False,True,True,none,False
5,117,expert,41,7,2026-07-27T21:51:27.349295,go,model_v1,891,6,3,True,True,False,True,False,logical_bug,False
5,117,expert,41,8,2026-07-27T21:52:25.349295,go,model_v1,1028,5,5,False,False,True,False,False,syntax_error,False
5,117,expert,41,9,2026-07-27T21:55:50.349295,go,model_v1,927,25,42,False,False,True,False,False,logical_bug,False
5,117,expert,41,10,2026-07-27T21:54:58.349295,go,model_v1,1157,32,49,True,False,False,True,False,logical_bug,False
5,117,expert,41,11,2026-07-27T21:56:57.349295,go,model_v1,1037,39,46,True,True,False,True,True,none,False
5,117,expert,41,12,2026-07-27T21:51:11.349295,go,model_v1,766,19,30,False,False,False,True,False,logical_bug,False
5,117,expert,41,13,2026-07-27T21:58:08.349295,go,model_v1,851,30,44,False,False,True,True,False,logical_bug,False
5,117,expert,41,14,2026-07-27T21:51:12.349295,go,model_v1,838,10,18,False,False,True,False,False,runtime_error,False
5,117,expert,41,15,2026-07-27T22:03:20.349295,go,model_v1,819,39,38,True,True,False,True,True,none,False
5,117,expert,41,16,2026-07-27T22:01:02.349295,go,model_v1,581,26,25,False,False,True,False,False,logical_bug,True
5,117,expert,41,17,2026-07-27T22:00:55.349295,go,model_v1,687,5,13,False,False,False,True,False,logical_bug,False
5,117,expert,41,18,2026-07-27T22:07:42.349295,go,model_v1,802,18,36,True,False,False,True,True,none,False
5,117,expert,41,19,2026-07-27T21:53:12.349295,go,model_v1,896,23,34,False,False,True,False,False,logical_bug,False
5,117,expert,41,20,2026-07-27T21:54:55.349295,go,model_v1,1065,18,35,False,False,True,True,False,logical_bug,False
5,117,expert,41,21,2026-07-27T22:08:38.349295,go,model_v1,854,35,40,False,False,False,False,False,runtime_error,False
5,117,expert,41,22,2026-07-27T21:53:55.349295,go,model_v1,793,23,35,False,False,True,True,False,logical_bug,False
5,117,expert,41,23,2026-07-27T21:52:23.349295,go,model_v1,1135,35,54,False,False,False,True,True,none,False
5,117,expert,41,24,2026-07-27T22:05:22.349295,go,model_v1,977,18,22,False,False,False,True,True,none,False
5,117,expert,41,25,2026-07-27T22:00:42.349295,go,model_v1,891,19,33,True,False,False,True,False,logical_bug,False
5,117,expert,41,26,2026-07-27T21:57:57.349295,go,model_v1,633,9,15,False,False,True,True,True,none,False
5,117,expert,41,27,2026-07-27T22:05:09.349295,go,model_v1,762,31,37,True,True,False,False,False,logical_bug,False
5,117,expert,41,28,2026-07-27T22:05:02.349295,go,model_v1,556,14,14,True,False,False,False,False,syntax_error,False
5,117,expert,41,29,2026-07-27T22:16:22.349295,go,model_v1,992,13,23,False,False,True,True,True,none,False
5,117,expert,41,30,2026-07-27T22:07:41.349295,go,model_v1,474,39,54,False,False,True,True,True,none,False
5,117,expert,41,31,2026-07-27T21:57:07.349295,go,model_v1,1007,34,38,False,False,True,True,True,none,False
5,117,expert,41,32,2026-07-27T22:14:56.349295,go,model_v1,827,25,21,False,False,True,False,False,logical_bug,False
5,117,expert,41,33,2026-07-27T21:55:46.349295,go,model_v1,860,12,11,True,True,False,True,True,none,False
5,117,expert,41,34,2026-07-27T22:14:57.349295,go,model_v1,1023,34,43,True,True,False,True,True,none,False
5,117,expert,41,35,2026-07-27T21:58:04.349295,go,model_v1,719,35,31,False,False,True,True,True,none,False
5,117,expert,41,36,2026-07-27T22:10:41.349295,go,model_v1,815,36,40,True,False,False,True,False,logical_bug,False
5,117,expert,41,37,2026-07-27T21:58:36.349295,go,model_v1,938,9,27,True,True,False,True,False,logical_bug,False
5,117,expert,41,38,2026-07-27T22:04:21.349295,go,model_v1,923,12,8,False,False,True,True,False,logical_bug,False
6,70,beginner,12,1,2026-07-27T21:53:44.349295,javascript,model_v2,391,34,32,False,False,True,True,True,none,False
6,70,beginner,12,2,2026-07-27T21:54:36.349295,javascript,model_v2,986,6,19,False,False,True,False,False,syntax_error,False
6,70,beginner,12,3,2026-07-27T21:54:26.349295,javascript,model_v2,633,31,26,False,False,True,True,True,none,False
6,70,beginner,12,4,2026-07-27T21:53:47.349295,javascript,model_v2,607,32,42,True,False,False,True,False,logical_bug,False
6,70,beginner,12,5,2026-07-27T21:55:30.349295,javascript,model_v2,588,28,37,True,False,False,True,True,none,False
6,70,beginner,12,6,2026-07-27T21:57:12.349295,javascript,model_v2,706,25,21,True,False,False,True,False,logical_bug,False
6,70,beginner,12,7,2026-07-27T21:56:58.349295,javascript,model_v2,577,11,13,False,False,True,True,True,none,False
6,70,beginner,12,8,2026-07-27T21:57:46.349295,javascript,model_v2,765,25,32,False,False,True,True,True,none,False
6,70,beginner,12,9,2026-07-27T21:57:06.349295,javascript,model_v2,745,14,12,True,False,False,True,True,none,False
6,70,beginner,12,10,2026-07-27T21:53:59.349295,javascript,model_v2,464,33,32,False,False,False,True,True,none,False
6,70,beginner,12,11,2026-07-27T21:55:12.349295,javascript,model_v2,608,31,29,True,False,False,False,False,syntax_error,True
6,70,beginner,12,12,2026-07-27T21:59:56.349295,javascript,model_v2,333,31,49,True,True,False,True,True,none,False
6,70,beginner,12,13,2026-07-27T22:05:41.349295,javascript,model_v2,680,20,32,True,True,False,False,False,syntax_error,False
6,70,beginner,12,14,2026-07-27T22:01:58.349295,javascript,model_v2,566,11,29,False,False,True,True,True,none,False
6,70,beginner,12,15,2026-07-27T22:02:55.349295,javascript,model_v2,535,33,34,False,False,False,False,False,runtime_error,False
6,70,beginner,12,16,2026-07-27T22:05:14.349295,javascript,model_v2,619,13,27,True,True,False,True,True,none,False
6,70,beginner,12,17,2026-07-27T21:58:54.349295,javascript,model_v2,667,21,30,True,True,False,False,False,runtime_error,False
6,70,beginner,12,18,2026-07-27T22:08:40.349295,javascript,model_v2,553,17,12,True,False,False,False,False,runtime_error,False
6,70,beginner,12,19,2026-07-27T21:56:58.349295,javascript,model_v2,620,26,23,True,False,False,True,True,none,False
6,70,beginner,12,20,2026-07-27T22:02:24.349295,javascript,model_v2,1071,35,53,False,False,True,True,False,logical_bug,False
6,70,beginner,12,21,2026-07-27T21:59:56.349295,javascript,model_v2,666,12,23,True,False,False,True,True,none,False
6,70,beginner,12,22,2026-07-27T22:05:57.349295,javascript,model_v2,651,15,27,False,False,False,False,False,logical_bug,False
6,70,beginner,12,23,2026-07-27T22:05:47.349295,javascript,model_v2,886,28,41,False,False,True,True,True,none,False
6,70,beginner,12,24,2026-07-27T21:56:06.349295,javascript,model_v2,727,31,34,False,False,False,False,False,runtime_error,False
6,70,beginner,12,25,2026-07-27T22:02:26.349295,javascript,model_v2,873,30,45,True,False,False,True,False,logical_bug,False
6,70,beginner,12,26,2026-07-27T21:57:26.349295,javascript,model_v2,595,15,23,True,True,False,True,True,none,False
6,70,beginner,12,27,2026-07-27T22:14:24.349295,javascript,model_v2,622,16,27,False,False,True,True,False,logical_bug,False
6,70,beginner,12,28,2026-07-27T22:16:26.349295,javascript,model_v2,610,20,35,True,True,False,True,True,none,False
6,70,beginner,12,29,2026-07-27T22:15:23.349295,javascript,model_v2,636,23,36,True,True,False,True,True,none,False
6,70,beginner,12,30,2026-07-27T22:16:08.349295,javascript,model_v2,753,31,28,True,True,False,False,False,syntax_error,False
6,70,beginner,12,31,2026-07-27T22:23:42.349295,javascript,model_v2,690,39,50,True,True,False,False,False,runtime_error,False
6,70,beginner,12,32,2026-07-27T22:21:15.349295,javascript,model_v2,437,26,26,False,False,True,True,True,none,False
6,70,beginner,12,33,2026-07-27T22:12:23.349295,javascript,model_v2,1018,17,29,True,True,False,True,True,none,False
6,70,beginner,12,34,2026-07-27T22:03:55.349295,javascript,model_v2,500,14,27,False,False,True,True,True,none,False
7,20,beginner,42,1,2026-07-27T21:56:35.349295,typescript,model_v1,729,16,32,True,True,False,False,False,logical_bug,False
7,20,beginner,42,2,2026-07-27T21:57:20.349295,typescript,model_v1,941,7,22,True,True,False,False,False,logical_bug,False
7,20,beginner,42,3,2026-07-27T21:56:23.349295,typescript,model_v1,1140,36,42,True,False,False,True,True,none,False
7,20,beginner,42,4,2026-07-27T21:57:04.349295,typescript,model_v1,777,25,33,True,False,False,True,True,none,False
7,20,beginner,42,5,2026-07-27T21:56:39.349295,typescript,model_v1,1192,11,14,False,False,True,False,False,syntax_error,False
7,20,beginner,42,6,2026-07-27T22:01:35.349295,typescript,model_v1,452,14,27,True,False,False,True,False,logical_bug,False
7,20,beginner,42,7,2026-07-27T22:01:24.349295,typescript,model_v1,1043,8,20,False,False,True,True,True,none,False
7,20,beginner,42,8,2026-07-27T22:03:36.349295,typescript,model_v1,933,23,40,True,False,False,True,True,none,False
7,20,beginner,42,9,2026-07-27T22:04:44.349295,typescript,model_v1,862,33,48,False,False,True,True,True,none,False
7,20,beginner,42,10,2026-07-27T21:57:45.349295,typescript,model_v1,1041,18,13,True,True,False,True,False,logical_bug,False
8,88,intermediate,30,1,2026-07-27T21:59:55.349295,javascript,model_v1,824,32,35,False,False,True,True,False,logical_bug,False
8,88,intermediate,30,2,2026-07-27T22:00:09.349295,javascript,model_v1,755,38,41,True,True,False,True,False,logical_bug,False
8,88,intermediate,30,3,2026-07-27T22:00:18.349295,javascript,model_v1,969,32,41,False,False,True,False,False,runtime_error,False
8,88,intermediate,30,4,2026-07-27T22:01:30.349295,javascript,model_v1,939,39,35,False,False,True,False,False,runtime_error,False
8,88,intermediate,30,5,2026-07-27T21:59:25.349295,javascript,model_v1,760,37,49,False,False,True,False,False,runtime_error,False
8,88,intermediate,30,6,2026-07-27T22:02:12.349295,javascript,model_v1,969,20,15,False,False,True,False,False,logical_bug,False
8,88,intermediate,30,7,2026-07-27T22:01:57.349295,javascript,model_v1,973,7,8,True,False,False,True,True,none,False
8,88,intermediate,30,8,2026-07-27T22:06:43.349295,javascript,model_v1,613,32,48,True,True,False,False,False,logical_bug,False
8,88,intermediate,30,9,2026-07-27T22:00:34.349295,javascript,model_v1,942,22,29,False,False,False,True,True,none,False
8,88,intermediate,30,10,2026-07-27T22:03:12.349295,javascript,model_v1,797,9,6,False,False,False,True,True,none,False
8,88,intermediate,30,11,2026-07-27T22:08:42.349295,javascript,model_v1,819,37,45,False,False,True,True,False,logical_bug,False
8,88,intermediate,30,12,2026-07-27T22:04:07.349295,javascript,model_v1,615,9,5,False,False,True,True,True,none,False
8,88,intermediate,30,13,2026-07-27T22:02:18.349295,javascript,model_v1,568,11,8,False,False,True,False,False,logical_bug,False
8,88,intermediate,30,14,2026-07-27T22:12:39.349295,javascript,model_v1,920,25,36,False,False,True,True,True,none,False
8,88,intermediate,30,15,2026-07-27T22:00:43.349295,javascript,model_v1,770,17,36,False,False,True,False,False,syntax_error,False
8,88,intermediate,30,16,2026-07-27T22:04:44.349295,javascript,model_v1,833,18,14,False,False,False,True,True,none,False
8,88,intermediate,30,17,2026-07-27T22:13:24.349295,javascript,model_v1,919,30,38,False,False,True,True,True,none,False
8,88,intermediate,30,18,2026-07-27T22:01:31.349295,javascript,model_v1,590,15,17,True,True,False,False,False,logical_bug,False
8,88,intermediate,30,19,2026-07-27T22:02:12.349295,javascript,model_v1,1036,9,21,False,False,False,False,False,runtime_error,False
8,88,intermediate,30,20,2026-07-27T22:17:56.349295,javascript,model_v1,846,37,51,False,False,True,False,False,syntax_error,False
8,88,intermediate,30,21,2026-07-27T22:14:18.349295,javascript,model_v1,419,20,26,True,True,False,True,True,none,False
8,88,intermediate,30,22,2026-07-27T22:02:22.349295,javascript,model_v1,900,30,36,False,False,True,True,True,none,False
8,88,intermediate,30,23,2026-07-27T22:05:14.349295,javascript,model_v1,1129,33,33,False,False,False,False,False,syntax_error,True
8,88,intermediate,30,24,2026-07-27T22:02:03.349295,javascript,model_v1,819,37,33,True,True,False,False,False,syntax_error,False
8,88,intermediate,30,25,2026-07-27T22:15:24.349295,javascript,model_v1,926,22,37,False,False,False,False,False,runtime_error,False
8,88,intermediate,30,26,2026-07-27T22:09:26.349295,javascript,model_v1,722,21,21,True,False,False,True,False,logical_bug,False
8,88,intermediate,30,27,2026-07-27T22:14:36.349295,javascript,model_v1,908,26,29,False,False,True,True,True,none,False
8,88,intermediate,30,28,2026-07-27T22:19:50.349295,javascript,model_v1,961,30,48,True,True,False,True,True,none,False
8,88,intermediate,30,29,2026-07-27T22:14:54.349295,javascript,model_v1,784,14,33,False,False,True,True,True,none,False
8,88,intermediate,30,30,2026-07-27T22:17:47.349295,javascript,model_v1,1065,30,40,True,False,False,True,False,logical_bug,False
8,88,intermediate,30,31,2026-07-27T22:15:04.349295,javascript,model_v1,801,33,48,False,False,False,True,False,logical_bug,False
8,88,intermediate,30,32,2026-07-27T22:26:45.349295,javascript,model_v1,863,15,18,False,False,True,False,False,runtime_error,False
8,88,intermediate,30,33,2026-07-27T22:12:57.349295,javascript,model_v1,918,27,42,False,False,False,True,True,none,False
8,88,intermediate,30,34,2026-07-27T22:25:02.349295,javascript,model_v1,866,18,17,False,False,False,False,False,runtime_error,False
8,88,intermediate,30,35,2026-07-27T22:10:38.349295,javascript,model_v1,1164,8,26,True,True,False,True,True,none,False
8,88,intermediate,30,36,2026-07-27T22:31:06.349295,javascript,model_v1,899,10,22,True,True,False,True,True,none,False
8,88,intermediate,30,37,2026-07-27T22:11:20.349295,javascript,model_v1,757,18,16,False,False,False,True,True,none,False
8,88,intermediate,30,38,2026-07-27T22:29:23.349295,javascript,model_v1,677,8,23,True,False,False,True,True,none,False
9,28,beginner,14,1,2026-07-27T22:02:25.349295,typescript,model_v1,533,21,38,True,True,False,True,True,none,False
9,28,beginner,14,2,2026-07-27T22:02:42.349295,typescript,model_v1,550,31,48,False,False,False,True,False,logical_bug,False
9,28,beginner,14,3,2026-07-27T22:04:37.349295,typescript,model_v1,659,13,19,False,False,False,False,False,logical_bug,False
9,28,beginner,14,4,2026-07-27T22:04:00.349295,typescript,model_v1,1029,26,38,True,True,False,True,True,none,False
9,28,beginner,14,5,2026-07-27T22:04:55.349295,typescript,model_v1,675,5,24,True,False,False,False,False,runtime_error,False
9,28,beginner,14,6,2026-07-27T22:07:57.349295,typescript,model_v1,1077,8,5,True,True,False,True,False,logical_bug,False
9,28,beginner,14,7,2026-07-27T22:08:35.349295,typescript,model_v1,582,36,55,True,True,False,True,True,none,False
9,28,beginner,14,8,2026-07-27T22:09:36.349295,typescript,model_v1,795,24,20,False,False,True,True,False,logical_bug,False
9,28,beginner,14,9,2026-07-27T22:04:55.349295,typescript,model_v1,791,34,48,False,False,False,True,True,none,False
9,28,beginner,14,10,2026-07-27T22:11:39.349295,typescript,model_v1,874,9,4,True,True,False,False,False,runtime_error,False
9,28,beginner,14,11,2026-07-27T22:10:40.349295,typescript,model_v1,848,20,33,True,True,False,True,False,logical_bug,False
